soil_block,spp,row,term,estimate,std.error,statistic,p.value
1,AR,1,k,0.013902583044757989,0.005274727353509309,2.635696996833118,0.07794303141676277
1,AR,2,k,0.011137108958240945,0.004902152896865882,2.271881190274846,0.10773803526926298
1,AR,3,k,0.011089283182173407,0.005342113149295695,2.0758233441078313,0.17356507297120638
1,AR,4,k,0.010370090994755781,0.00312749899400341,3.3157775636823996,0.045196445310567004
1,AR,5,k,0.014546626377199232,0.005517077885154936,2.6366541636725,0.11875947123419504
1,CR,1,k,0.0072267453359815045,0.003914603928284953,1.8460987288559867,0.16205181707576774
1,CR,2,k,0.007998343471613158,0.003488598110256168,2.29270991350329,0.10569301170513924
1,CR,3,k,0.011672012134810778,0.006638881545736428,1.7581292954845216,0.2208008540081502
1,CR,4,k,0.006299366957577281,0.003363808996879568,1.8726886584288462,0.15783272742598367
1,CR,5,k,0.014387755187997033,0.005576522180745499,2.580058811148421,0.12309340768021718
1,GM_PC,1,k,0.004803970866954094,0.0032030914466369817,1.4997919812741911,0.2306338028199553
1,GM_PC,2,k,0.004993184606937085,0.0026029822325688247,1.9182553551314192,0.15089607998850493
1,GM_PC,3,k,0.009806798484373932,0.005354220189626231,1.8316016407719922,0.20848193141338817
1,GM_PC,4,k,0.0038619361326164164,0.0018709857602857908,2.064118399290495,0.13097785184050909
1,GM_PC,5,k,0.014178856496896802,0.006445791303042739,2.1997076588880042,0.15884166445859918
1,PC,1,k,0.010118052206490383,0.003762735694471476,2.6890148626055947,0.07447639556258262
1,PC,2,k,0.007033367783603502,0.004171052165788756,1.686233473964111,0.19033695550065344
1,PC,3,k,0.012731078345156114,0.005600481718372872,2.2732113031260677,0.15090502592939248
1,PC,4,k,0.009306107978417326,0.004708988049943671,1.9762437024083437,0.14257749189638216
1,PC,5,k,0.011072907016533738,0.005684845752804173,1.947793748154343,0.19079706044156797
2,AR,6,k,0.00938096042773232,0.006887318582281364,1.3620627992824692,0.3062981923360528
2,AR,7,k,0.013780335500293284,0.0029449612213685926,4.679292684841955,0.018440197997707502
2,AR,8,k,0.013436701868201324,0.004178712127537297,3.2155126886235585,0.04875073951859221
2,AR,9,k,0.011096119722387228,0.0026878495781823045,4.128251749077094,0.025779648173871458
2,AR,10,k,0.015504696053632071,0.0059500970865496265,2.6057887506879345,0.07997501265968189
2,CR,6,k,0.013496566167009486,0.005628799092587212,2.397770100692286,0.13865673439886675
2,CR,7,k,0.00795021823895308,0.0031952676400652043,2.4881227911133115,0.08863095282692006
2,CR,8,k,0.008140473003895313,0.003592335542470767,2.266066993924624,0.1083174033203968
2,CR,9,k,0.009675438632341962,0.006070854723465025,1.5937522923987166,0.2092466800136994
2,CR,10,k,0.014498062079524055,0.002704397347236427,5.360921572541606,0.012701651843701445
2,GM_PC,6,k,0.00459943851060752,0.002297381777693642,2.002034905676378,0.13905153619449126
2,GM_PC,7,k,0.0044661110910631345,0.001808812873471283,2.4690840918730554,0.09013761334164348
2,GM_PC,8,k,0.0051349747650719256,0.0027362454729341363,1.8766498897357988,0.15721517225157727
2,GM_PC,9,k,0.00663633423757023,0.0022906517020970683,2.8971380640255058,0.0626478927339925
2,GM_PC,10,k,0.006384009549472409,0.0025483708814691983,2.505133611396419,0.06640139924587264
2,PC,6,k,0.007604246302741716,0.0038638289821967893,1.9680597505167796,0.1437182568275056
2,PC,7,k,0.007892452820765422,0.0021806375455356835,3.619332720801432,0.036264423287842754
2,PC,8,k,0.004601352595133498,0.003133454821222173,1.468459849482938,0.2382925395956596
2,PC,9,k,0.006130614592246164,0.003326828827631218,1.842780290145348,0.16258749105952397
2,PC,10,k,0.00513273848150518,0.0016778420965438447,3.0591308276732425,0.05503068271107862
