soil_block,spp,row,term,estimate,std.error,statistic,p.value
1,AR,1,k,0.0188595471142999,0.0042084985252697354,4.481300635145437,0.02072094030349964
1,AR,2,k,0.020102178436520856,0.0026363247682199466,7.625076651725993,0.004682531144022273
1,AR,3,k,0.018307285378461137,0.002502084254340666,7.316814110756378,0.018171515197473082
1,AR,4,k,0.014884705573275103,0.0026076397746967912,5.70811417961511,0.010665339567024968
1,AR,5,k,0.022196550546922374,0.0035331765529480344,6.282321365571691,0.024413238190019053
1,CR,1,k,0.014675401174526485,0.0023923052983717023,6.134418205115853,0.008711417853277843
1,CR,2,k,0.011518487534390262,0.0031660874647917556,3.6380825427221333,0.03578984430498746
1,CR,3,k,0.01665634357397301,0.0036862755399919714,4.518474919541497,0.04565181097722819
1,CR,4,k,0.011634175967584435,0.001253227308227296,9.283372530431933,0.0026454709288580313
1,CR,5,k,0.01504585693646157,0.0019550418482656234,7.69592576742498,0.016468191423030607
1,GM_PC,1,k,0.0052680041553940585,1.637281586568842e-4,32.17530935795788,6.597727702692088e-5
1,GM_PC,2,k,0.006246053608281408,0.0011252425715654057,5.55085078197146,0.01153033823141648
1,GM_PC,3,k,0.005673436822180111,0.0027418151911340304,2.069226562215357,0.17440035320351371
1,GM_PC,4,k,0.005584810902607931,5.154521248471892e-4,10.834781026974333,0.0016820927682536116
1,GM_PC,5,k,0.005007331770453024,8.629787190592563e-4,5.802381518644605,0.02844107220846561
1,PC,1,k,0.008630730604523873,0.0013005730902634868,6.636098093322344,0.006971430902074397
1,PC,2,k,0.009205622581817646,0.0020196574296077003,4.5580118919502866,0.019796063624686954
1,PC,3,k,0.008932010599619086,0.0027891561803191234,3.2024060404523933,0.0852286124898765
1,PC,4,k,0.011497739010781246,0.001989264444233754,5.779894696308246,0.010298737466449558
1,PC,5,k,0.01228874018825991,0.0010336636326067382,11.888529111999063,0.007001067129103692
2,AR,6,k,0.014823195335953537,0.0021778084564033477,6.806473403282699,0.02091052920294029
2,AR,7,k,0.018003108074277293,0.00270512220548022,6.655192152800113,0.006914642380660817
2,AR,8,k,0.01779714967184785,0.003666305491649051,4.854246246633133,0.0166892523888578
2,AR,9,k,0.016234598714844947,0.0023454885588013548,6.921627758074217,0.0061821285433582476
2,AR,10,k,0.02262110784863142,0.004821172647303049,4.692034387377852,0.018304837819349908
2,CR,6,k,0.021991616920862017,0.002712439695255221,8.107688793719989,0.014874119320356746
2,CR,7,k,0.014179569120238827,0.002534442574474601,5.5947486295594215,0.011279921234169361
2,CR,8,k,0.013007655965534883,0.002702912425595316,4.812459272582592,0.017087102984226818
2,CR,9,k,0.014326975878972721,0.0017635038283061232,8.1241535453507,0.003898893607179657
2,CR,10,k,0.017006348155754636,0.001571935252145336,10.81873323506475,0.0016894389928050152
2,GM_PC,6,k,0.006577964096332757,0.0015457600348146733,4.25548852873623,0.02378945101568584
2,GM_PC,7,k,0.005283026113256367,7.498574281044961e-4,7.045374114131136,0.005876580370616976
2,GM_PC,8,k,0.005804662470491427,0.001826614752514719,3.177825243390863,0.05017779217161523
2,GM_PC,9,k,0.00582296895392215,5.409967148292603e-4,10.763409082363635,0.0017150935012066502
2,GM_PC,10,k,0.0051189774118288916,0.0029997133589809905,1.7064888538442953,0.16311015813303295
2,PC,6,k,0.009018111662041984,6.907715515601533e-4,13.055128923120794,9.705753067929975e-4
2,PC,7,k,0.009865393443274945,0.0011057583313926213,8.921835054907708,0.002970347088886238
2,PC,8,k,0.007221099478568764,0.0013426921591481926,5.378075256766114,0.012589646740846854
2,PC,9,k,0.009247749466059708,0.0013128369684837675,7.0440958687659405,0.005879633658128953
2,PC,10,k,0.009596670473065016,0.0011151084497572031,8.6060422868776,0.0032987055568067013
